source,target,weight,hebert_score,alephbert_score,is_decadal_anchor,skip,start
word:אייר,verse:Lamentations 3:5,0.6457257866859436,0.2914513349533081,1.000000238418579,false,-6,1013120
word:אייר,verse:Lamentations 4:12,0.6453065723180771,0.2906129062175751,1.000000238418579,false,-423,1015025
word:אייר,verse:Zechariah 8:23,0.6451586186885834,0.29031699895858765,1.000000238418579,false,-57,852824
word:אייר,verse:I Kings 21:3,0.6450116783380508,0.2900231182575226,1.000000238418579,false,-30,524114
word:אייר,verse:Proverbs 30:27,0.6449872255325317,0.2899742126464844,1.000000238418579,false,30,966780
word:אייר,verse:I Kings 16:25,0.6449797749519348,0.2899593114852905,1.000000238418579,false,-6,514766
word:אייר,verse:Job 28:12,0.644845187664032,0.28969013690948486,1.000000238418579,false,59,987424
word:אייר,verse:Numbers 21:11,0.6448333561420441,0.28966647386550903,1.000000238418579,false,-452,209244
word:אייר,verse:Psalms 74:15,0.644738107919693,0.2894759774208069,1.000000238418579,false,140,900480
word:אייר,verse:II Kings 18:17,0.6444007605314255,0.28880128264427185,1.000000238418579,false,11,562606
word:אייר,verse:Genesis 74:81,0.6441652774810791,0.2883303165435791,1.000000238418579,false,-593,72935
word:אייר,verse:Proverbs 7:25,0.6441250443458557,0.2882498502731323,1.000000238418579,false,-3,946727
word:אייר,verse:Job 33:28,0.6439143866300583,0.2878285348415375,1.000000238418579,false,463,992209
word:אייר,verse:II Kings 5:21,0.6438810527324677,0.2877618670463562,1.000000238418579,false,-864,537800
word:אייר,verse:Job 31:23,0.6437812596559525,0.2875622808933258,1.000000238418579,false,-923,990128
word:אייר,verse:Job 17:16,0.6436058431863785,0.28721144795417786,1.000000238418579,false,-663,980651
word:אייר,verse:Numbers 51:1,0.6434336453676224,0.28686705231666565,1.000000238418579,false,-4,213328
word:אייר,verse:Judges 18:27,0.6434330493211746,0.28686586022377014,1.000000238418579,false,-14,376904
word:אייר,verse:I Kings 5:17,0.6434325873851776,0.2868649363517761,1.000000238418579,false,305,487695
word:אייר,verse:Ezekiel 24:9,0.6433558762073517,0.28671151399612427,1.000000238418579,false,13,764517
word:אייר,verse:Psalms 91:16,0.6433402746915817,0.28668031096458435,1.000000238418579,false,-2,911528
word:אייר,verse:Genesis 1:7,0.6432923674583435,0.2865844964981079,1.000000238418579,false,289,289
word:אייר,verse:Isaiah 19:25,0.6432265490293503,0.28645285964012146,1.000000238418579,false,13,595738
word:אייר,verse:Isaiah 29:18,0.6431857794523239,0.2863713204860687,1.000000238418579,false,-11,604646
word:אייר,verse:Numbers 42:3,0.6431764662265778,0.2863526940345764,1.000000238418579,false,-16,229144
word:אייר,verse:Isaiah 44:5,0.6431217640638351,0.2862432897090912,1.000000238418579,false,-9,621581
word:אייר,verse:Psalms 129:1,0.6431186199188232,0.2862370014190674,1.000000238418579,false,-1,932441
word:אייר,verse:Isaiah 10:34,0.6430616676807404,0.2861230969429016,1.000000238418579,false,21,588399
word:אייר,verse:Isaiah 29:19,0.6430342495441437,0.28606826066970825,1.000000238418579,false,571,604689
word:אייר,verse:Psalms 49:2,0.6430173814296722,0.2860345244407654,1.000000238418579,false,113,886259
word:אייר,verse:I Chronicles 15:22,0.6429896503686905,0.2859790623188019,1.000000238418579,false,-158,1126910
word:אייר,verse:II Chronicles 25:17,0.642886683344841,0.2857731282711029,1.000000238418579,false,21,1182237
word:אייר,verse:Isaiah 15:7,0.6428399831056595,0.28567972779273987,1.000000238418579,false,-2,592398
word:אייר,verse:Psalms 38:15,0.642668217420578,0.2853361964225769,1.000000238418579,false,-117,880889
word:אייר,verse:Habakkuk 3:1,0.6425744742155075,0.2851487100124359,1.000000238418579,false,484,839740
word:אייר,verse:Exodus 3:81,0.642527163028717,0.285054087638855,1.000000238418579,false,-148,81564
word:אייר,verse:Malachi 3:6,0.6424115151166916,0.2848227918148041,1.000000238418579,false,-13,860778
word:אייר,verse:II Chronicles 2:14,0.6422251164913177,0.2844499945640564,1.000000238418579,false,-424,1149784
word:אייר,verse:Deuteronomy 11:3,0.6421627253293991,0.2843252122402191,1.000000238418579,false,13,268684
word:אייר,verse:Psalms 40:6,0.6421205401420593,0.28424084186553955,1.000000238418579,false,-4,881868
word:אייר,verse:Numbers 6:7,0.6421173065900803,0.2842343747615814,1.000000238418579,false,107,197308
word:אייר,verse:Psalms 146:4,0.6420939415693283,0.2841876447200775,1.000000238418579,false,-34,939290
word:אייר,verse:Judges 17:8,0.6420237571001053,0.28404727578163147,1.000000238418579,false,-5,374799
word:אייר,verse:Job 33:27,0.641914501786232,0.2838287651538849,1.000000238418579,false,2,992158
word:אייר,verse:Numbers 3:4,0.641858235001564,0.28371623158454895,1.000000238418579,false,15,190455
word:אייר,verse:I Samuel 16:15,0.6418224722146988,0.2836447060108185,1.000000238418579,false,7,408996
